id_aviso,pais,ciudad,localidad,zona_barrio,lat,lon,tipo_inmueble,estado_propiedad,tipo_negocio,titulo,descripcion,precio_lista_cop,precio_estimado_cop,precio_por_m2,canon_mensual_cop,area_total_m2,area_privada_m2,balcon_m2,terraza_m2,alcobas,banos,parqueaderos,parqueadero_tipo,piso,pisos_edificio,estrato,antiguedad_anos,anio_construccion,orientacion,vista,amoblado,mascotas,ascensor,cuota_admon_mensual,impuesto_predial_anual,mantenimiento_mensual,amenidad_piscina,amenidad_gimnasio,amenidad_bbq,amenidad_zonas_verdes,seguridad,cercano_metro,cercano_transmilenio,distancia_cbd_km,score_caminabilidad,score_ruido,tipo_vendedor,heating,cooling,internet,energia_respaldo,planta_electrica,smart_home,fotos_cnt,tour_360,tour_virtual,contactos_7d,tiempo_respuesta_h,dias_en_mercado,publicado,hot_listing,vendido_en_30d
d563c4f5-a964-4061-a5b7-a80afe7ca604,Colombia,Cartagena,Pie de la Popa,Espinal,10.431389,-75.470109,Casa,Usada,Venta,"Casa en Espinal, Cartagena - 3h/2b 97m2","Amplio casa con 3 habitaciones y 2 baños, 2 parqueaderos, orientación N, vista a Mar. Estrato 3. Cercano a transporte. Amenidades: piscina: True, gimnasio: False, zonas verdes: False. Administración 92,512 COP/mes. Construido en 2024.",371238000,362020000,3730128.9,,97.05,89.83,0.0,14.44,3,2,2,Cubierto,2,0,3,0,2024,N,Mar,False,True,False,92512,2448000,156464,True,False,False,False,"Biométrico,Citófono",False,False,4.31,44,50,Constructora,Eléctrico,Ninguno,Sin servicio,False,False,False,17,False,False,0,5,138,2025-06-15,1,0
e9450ff1-26c7-4447-8552-12f1bde4285c,Colombia,Pereira,Pinares,Pinares Bajo,4.807637,-75.731368,Apartamento,Remodelada,Venta,"Apartamento en Pinares Bajo, Pereira - 3h/2b 38m2","Amplio apartamento con 3 habitaciones y 2 baños, 0 parqueaderos, orientación NE, vista a Montaña. Estrato 5. Cercano a transporte. Amenidades: piscina: False, gimnasio: True, zonas verdes: True. Administración 120,431 COP/mes. Construido en 2008.",135014000,125330000,3284450.61,,38.16,35.92,4.48,0.0,3,2,0,No tiene,1,15,5,17,2008,NE,Montaña,False,False,True,120431,733000,45790,False,True,False,True,CCTV,False,True,11.02,51,54,Constructora,Ninguno,Ninguno,Cobre,False,False,False,7,False,False,4,17,70,2025-09-01,0,0
2024ab4e-a917-402a-b924-28241b2a2259,Colombia,Cali,Comuna 22,Pance,3.448948,-76.524901,Lote,Usada,Venta,"Lote en Pance, Cali - 0h/0b 230m2","Amplio lote con 0 habitaciones y 0 baños, 0 parqueaderos, orientación SE, vista a Interior. Estrato 2. Cercano a transporte. Amenidades: piscina: True, gimnasio: False, zonas verdes: True. Administración 0 COP/mes. Construido en 1997.",375002000,350319000,1522532.47,,230.09,230.09,0.0,0.0,0,0,0,No tiene,0,0,2,28,1997,SE,Interior,False,False,False,0,1709000,276107,True,False,True,True,"Biométrico,Citófono,Portería 24h",False,False,1.48,63,28,Propietario,Calentador a gas,Mini-split,Fibra Óptica,False,False,False,23,True,True,13,23,4,2025-10-30,1,1
d37137e6-0e07-409d-b957-bbb55321295c,Colombia,Cartagena,Pie de la Popa,Espinal,10.395404,-75.490895,Oficina,Nueva,Arriendo,"Oficina en Espinal, Cartagena - 0h/1b 92m2","Amplio oficina con 0 habitaciones y 1 baños, 0 parqueaderos, orientación NW, vista a Mar. Estrato 3. Cercano a transporte. Amenidades: piscina: False, gimnasio: False, zonas verdes: False. Administración 500,860 COP/mes. Construido en 2024.",679639000,660444000,7150615.8,2376000.0,92.36,92.36,0.0,0.0,0,1,0,No tiene,10,5,3,0,2024,NW,Mar,False,True,True,500860,2002000,110834,False,False,False,False,"Portería 24h,Vigilancia móvil",False,False,2.9,60,35,Propietario,Ninguno,Ninguno,Cobre,False,False,False,17,False,False,17,3,126,2025-07-09,0,0
dd886217-ca6f-46a6-bb6c-f36c290da684,Colombia,Cartagena,Crespo,Crespo Central,10.390088,-75.426312,Finca,Nueva,Venta,"Finca en Crespo Central, Cartagena - 4h/1b 9353m2","Amplio finca con 4 habitaciones y 1 baños, 6 parqueaderos, orientación SW, vista a Parque. Estrato 3. Cercano a transporte. Amenidades: piscina: False, gimnasio: False, zonas verdes: False. Administración 0 COP/mes. Construido en 2025.",20172469000,19659017000,2101720.23,,9353.77,9345.04,0.0,17.46,4,1,6,Comunal,1,0,3,0,2025,SW,Parque,False,False,False,0,124624000,11344530,False,False,True,False,"CCTV,Citófono,Portería 24h",True,False,6.19,60,37,Constructora,Caldera central,Mini-split,Cobre,False,False,False,19,False,False,0,17,69,2025-08-21,0,0
c5001e29-fccc-4eec-bb59-9ab20812b57b,Colombia,Bucaramanga,Cañaveral,Caracolí,7.146015,-73.073058,Casa,Usada,Venta,"Casa en Caracolí, Bucaramanga - 3h/2b 127m2","Amplio casa con 3 habitaciones y 2 baños, 1 parqueaderos, orientación SW, vista a Parque. Estrato 2. Cercano a transporte. Amenidades: piscina: False, gimnasio: True, zonas verdes: False. Administración 103,459 COP/mes. Construido en 2012.",325192000,320759000,2520546.5,,127.26,122.87,0.0,8.78,3,2,1,Comunal,1,0,2,13,2012,SW,Parque,False,True,False,103459,2099000,172709,False,True,False,False,"Biométrico,Citófono",False,False,8.48,67,53,Constructora,Calentador a gas,Ninguno,Sin servicio,False,False,False,13,False,False,0,5,22,2025-10-11,0,1
3ee73d92-5b32-423a-8e16-d454f1117dc5,Colombia,Barranquilla,Norte-Centro Histórico,Betania,10.973274,-74.766222,Lote,Usada,Arriendo,"Lote en Betania, Barranquilla - 0h/0b 92m2","Amplio lote con 0 habitaciones y 0 baños, 0 parqueaderos, orientación S, vista a Mar. Estrato 3. Cercano a transporte. Amenidades: piscina: False, gimnasio: False, zonas verdes: True. Administración 0 COP/mes. Construido en 2015.",200546000,190900000,2053806.82,1106000.0,92.95,92.95,0.0,0.0,0,0,0,No tiene,0,0,3,10,2015,S,Mar,True,True,False,0,659000,111539,False,False,False,True,"CCTV,Portería 24h",True,False,3.46,57,49,Propietario,Calentador a gas,Mini-split,Fibra Óptica,False,False,False,23,False,False,36,7,39,2025-09-15,1,0
8f1ae090-b490-45e2-8cc7-b0beb2e46db9,Colombia,Manizales,Chipre,Los Alcázares,5.098565,-75.519632,Apartamento,Nueva,Venta,"Apartamento en Los Alcázares, Manizales - 1h/1b 87m2","Amplio apartamento con 1 habitaciones y 1 baños, 0 parqueaderos, orientación SE, vista a Montaña. Estrato 2. Cercano a transporte. Amenidades: piscina: False, gimnasio: True, zonas verdes: True. Administración 327,019 COP/mes. Construido en 2024.",323343000,302031000,3461691.02,,87.25,85.56,3.38,0.0,1,1,0,No tiene,11,10,2,0,2024,SE,Montaña,False,True,True,327019,1187000,104700,False,True,False,True,Portería 24h,False,False,8.74,47,41,Inmobiliaria,Ninguno,Aire acondicionado,Fibra Óptica,False,False,False,8,True,False,6,13,47,2025-09-07,0,0
f8de5728-6214-4083-af2d-039814619d59,Colombia,Medellín,Aranjuez,San Isidro,6.215127,-75.577742,Oficina,Usada,Arriendo,"Oficina en San Isidro, Medellín - 0h/1b 24m2","Amplio oficina con 0 habitaciones y 1 baños, 0 parqueaderos, orientación NW, vista a Parque. Estrato 5. Cercano a transporte. Amenidades: piscina: False, gimnasio: True, zonas verdes: False. Administración 172,903 COP/mes. Construido en 2008.",148293000,146370000,5946126.72,932000.0,24.62,24.62,0.0,0.0,0,1,0,No tiene,11,19,5,17,2008,NW,Parque,False,True,True,172903,861000,29539,False,True,False,False,"Biométrico,Citófono,Vigilancia móvil",True,False,3.05,66,46,Propietario,Caldera central,Ninguno,Sin servicio,False,False,False,16,True,False,11,16,9,2025-10-25,0,0
a33de7c4-5342-44b8-9129-8654e960f616,Colombia,Manizales,Centro,Parque Bolívar,5.036102,-75.569878,Finca,Nueva,Arriendo,"Finca en Parque Bolívar, Manizales - 2h/2b 20000m2","Amplio finca con 2 habitaciones y 2 baños, 6 parqueaderos, orientación N, vista a Parque. Estrato 4. Cercano a transporte. Amenidades: piscina: False, gimnasio: False, zonas verdes: False. Administración 0 COP/mes. Construido en 2024.",26149981000,24826912000,1241345.6,153717000.0,20000.0,20000.0,0.0,0.0,2,2,6,Comunal,1,0,4,0,2024,N,Parque,False,True,False,0,190331000,24120000,False,False,False,False,CCTV,True,False,5.16,50,54,Constructora,Calentador a gas,Aire acondicionado,Fibra Óptica,False,False,False,16,False,False,12,9,68,2025-08-27,0,0
cb4833a4-44e8-4cb8-a8d0-031abc25da5f,Colombia,Cali,Comuna 22,Km 18,3.446469,-76.492344,Apartamento,Nueva,Arriendo,"Apartamento en Km 18, Cali - 1h/1b 90m2","Amplio apartamento con 1 habitaciones y 1 baños, 0 parqueaderos, orientación NE, vista a Interior. Estrato 5. Cercano a transporte. Amenidades: piscina: False, gimnasio: False, zonas verdes: False. Administración 144,270 COP/mes. Construido en 2025.",435556000,407877000,4522097.94,2335000.0,90.2,86.53,7.33,0.0,1,1,0,No tiene,1,7,5,0,2025,NE,Interior,False,True,False,144270,2232000,108236,False,False,False,False,"CCTV,Portería 24h",False,False,6.84,82,48,Constructora,Eléctrico,Ninguno,HFC,False,False,False,5,False,False,0,11,20,2025-10-07,0,0
1e986bbd-3311-4a45-a83f-75643e3ca59a,Colombia,Bogotá,Engativá,Modelia,4.715338,-74.049575,Lote,Usada,Arriendo,"Lote en Modelia, Bogotá - 0h/0b 91m2","Amplio lote con 0 habitaciones y 0 baños, 0 parqueaderos, orientación SW, vista a Montaña. Estrato 3. Cercano a transporte. Amenidades: piscina: False, gimnasio: True, zonas verdes: False. Administración 0 COP/mes. Construido en 2009.",168021000,157031000,1718866.93,819000.0,91.36,91.36,0.0,0.0,0,0,0,No tiene,0,0,3,16,2009,SW,Montaña,False,True,False,0,827000,109628,False,True,False,False,"Biométrico,Citófono,Portería 24h",False,True,10.94,82,45,Constructora,Eléctrico,Ninguno,Cobre,False,False,False,13,False,False,23,5,39,2025-09-29,1,0
d7581919-9759-4cf1-97c5-15d9cf8ace84,Colombia,Cartagena,Getsemaní,Las Bóvedas,10.40713,-75.470367,Bodega,Nueva,Venta,"Bodega en Las Bóvedas, Cartagena - 0h/2b 212m2","Amplio bodega con 0 habitaciones y 2 baños, 0 parqueaderos, orientación N, vista a Mar. Estrato 4. Cercano a transporte. Amenidades: piscina: True, gimnasio: False, zonas verdes: True. Administración 102,526 COP/mes. Construido en 2025.",1160205000,1094489000,5159179.91,,212.14,212.14,0.0,0.0,0,2,0,No tiene,1,0,4,0,2025,N,Mar,False,False,False,102526,4449000,254573,True,False,False,True,"Portería 24h,Vigilancia móvil",False,False,12.51,44,48,Inmobiliaria,Calentador a gas,Ninguno,HFC,False,False,False,24,False,False,0,10,221,2025-03-31,0,0
2375449c-55b0-4809-bca0-061a35a1c070,Colombia,Manizales,Palogrande,Palogrande Alto,5.030812,-75.574239,Lote,Usada,Venta,"Lote en Palogrande Alto, Manizales - 0h/0b 98m2","Amplio lote con 0 habitaciones y 0 baños, 0 parqueaderos, orientación NW, vista a Ciudad. Estrato 3. Cercano a transporte. Amenidades: piscina: True, gimnasio: False, zonas verdes: True. Administración 0 COP/mes. Construido en 2018.",100688000,98490000,1000194.1,,98.47,98.47,0.0,0.0,0,0,0,No tiene,0,0,3,7,2018,NW,Ciudad,False,True,False,0,460000,118165,True,False,False,True,Biométrico,False,False,4.92,50,44,Constructora,Ninguno,Ninguno,HFC,False,False,False,18,True,False,33,10,250,2025-02-20,1,0
ac6d1002-2751-4f38-b35e-03a334893a68,Colombia,Bucaramanga,Cabecera,Cabecera del Llano,7.142902,-73.163035,Bodega,Usada,Venta,"Bodega en Cabecera del Llano, Bucaramanga - 0h/2b 421m2","Amplio bodega con 0 habitaciones y 2 baños, 0 parqueaderos, orientación NE, vista a Mar. Estrato 3. Cercano a transporte. Amenidades: piscina: False, gimnasio: False, zonas verdes: False. Administración 26,084 COP/mes. Construido en 2017.",927742000,884464000,2099244.39,,421.33,421.33,0.0,0.0,0,2,0,No tiene,1,0,3,8,2017,NE,Mar,False,True,False,26084,2674000,505590,False,False,False,False,"Citófono,Vigilancia móvil",False,False,7.76,89,44,Propietario,Calentador a gas,Aire acondicionado,Sin servicio,False,True,False,22,False,False,14,15,30,2025-10-04,0,1
5e2bf1cd-19ae-428c-8646-d2137032fc8d,Colombia,Manizales,La Enea,Maltería,5.081718,-75.536034,Bodega,En construcción,Venta,"Bodega en Maltería, Manizales - 0h/2b 79m2","Amplio bodega con 0 habitaciones y 2 baños, 0 parqueaderos, orientación NW, vista a Parque. Estrato 5. Cercano a transporte. Amenidades: piscina: True, gimnasio: False, zonas verdes: True. Administración 32,098 COP/mes. Construido en 2025.",209443000,206835000,2608444.62,,79.29,79.29,0.0,0.0,0,2,0,No tiene,1,0,5,0,2025,NW,Parque,False,False,False,32098,1237000,95153,True,False,False,True,"Biométrico,Vigilancia móvil",False,False,5.36,60,37,Propietario,Eléctrico,Aire acondicionado,Fibra Óptica,False,False,False,14,False,False,0,15,66,2025-09-04,0,0
f0f18a28-62b7-4fcd-8b91-a46a78357709,Colombia,Medellín,Aranjuez,Berlín,6.232126,-75.534932,Oficina,Nueva,Arriendo,"Oficina en Berlín, Medellín - 0h/1b 63m2","Amplio oficina con 0 habitaciones y 1 baños, 1 parqueaderos, orientación NE, vista a Parque. Estrato 4. Cercano a transporte. Amenidades: piscina: False, gimnasio: True, zonas verdes: False. Administración 318,161 COP/mes. Construido en 2024.",479296000,458491000,7265542.64,2952000.0,63.1,63.1,0.0,0.0,0,1,1,Cubierto,14,1,4,0,2024,NE,Parque,False,True,True,318161,1882000,95726,False,True,False,False,Biométrico,True,False,12.72,61,24,Constructora,Calentador a gas,Aire acondicionado,HFC,False,False,False,18,False,False,19,10,9,2025-11-02,0,0
d8c08638-ec46-4ade-9b21-ed6b6ed2107a,Colombia,Medellín,Robledo,Pajarito,6.248412,-75.594938,Casa,Remodelada,Arriendo,"Casa en Pajarito, Medellín - 5h/3b 260m2","Amplio casa con 5 habitaciones y 3 baños, 1 parqueaderos, orientación E, vista a Mar. Estrato 3. Cercano a transporte. Amenidades: piscina: False, gimnasio: True, zonas verdes: False. Administración 13,696 COP/mes. Construido en 2010.",1202622000,1144168000,4383832.64,4755000.0,261.0,258.15,0.0,5.69,5,3,1,Cubierto,1,0,3,15,2010,E,Mar,False,False,False,13696,3470000,333197,False,True,False,False,"Biométrico,Vigilancia móvil",False,True,6.92,44,54,Constructora,Eléctrico,Ninguno,Fibra Óptica,False,False,False,10,True,False,18,6,10,2025-10-24,0,0
4c861a8b-c12e-43f2-9b0b-3e4519f2611c,Colombia,Cartagena,Bocagrande,Castillogrande,10.370891,-75.490763,Apartamento,Usada,Venta,"Apartamento en Castillogrande, Cartagena - 1h/2b 86m2","Amplio apartamento con 1 habitaciones y 2 baños, 0 parqueaderos, orientación N, vista a Mar. Estrato 5. Cercano a transporte. Amenidades: piscina: True, gimnasio: False, zonas verdes: False. Administración 323,069 COP/mes. Construido en 2001.",742283000,718822000,8323092.7,,86.36,84.58,3.58,0.0,1,2,0,No tiene,15,15,5,24,2001,N,Mar,True,True,True,323069,5573000,103638,True,False,False,False,Citófono,False,False,9.62,70,52,Propietario,Caldera central,Mini-split,Cobre,False,False,False,20,False,False,17,9,101,2025-07-15,0,0
5736fd47-3f35-4310-b8b1-19f76d5eff22,Colombia,Medellín,Laureles-Estadio,Laureles,6.253785,-75.601141,Apartamento,Usada,Venta,"Apartamento en Laureles, Medellín - 1h/1b 83m2","Amplio apartamento con 1 habitaciones y 1 baños, 0 parqueaderos, orientación E, vista a Montaña. Estrato 5. Cercano a transporte. Amenidades: piscina: False, gimnasio: True, zonas verdes: False. Administración 116,464 COP/mes. Construido en 2022.",601771000,568398000,6841116.09,,83.09,80.33,5.5,0.0,1,1,0,No tiene,6,15,5,3,2022,E,Montaña,False,True,True,116464,3633000,99703,False,True,True,False,"Biométrico,Citófono",True,False,11.22,76,66,Inmobiliaria,Eléctrico,Aire acondicionado,Sin servicio,False,False,False,12,False,False,7,2,24,2025-10-06,0,1
af7be7d8-197d-4220-87cd-f2c7fe1f6308,Colombia,Cali,Comuna 22,La Vorágine,3.418927,-76.50622,Finca,Usada,Venta,"Finca en La Vorágine, Cali - 3h/3b 1485m2","Amplio finca con 3 habitaciones y 3 baños, 2 parqueaderos, orientación E, vista a Mar. Estrato 3. Cercano a transporte. Amenidades: piscina: False, gimnasio: False, zonas verdes: True. Administración 0 COP/mes. Construido en 2011.",1904822000,1853793000,1247644.35,,1485.83,1478.56,0.0,14.55,3,3,2,Cubierto,1,0,3,14,2011,E,Mar,False,True,False,0,7292000,1823002,False,False,False,True,Biométrico,True,True,10.81,79,55,Inmobiliaria,Ninguno,Mini-split,Cobre,False,False,False,8,False,False,22,9,75,2025-08-20,1,0
3f279790-e7c3-4e1b-a3c4-47ecc9e51531,Colombia,Bucaramanga,Cabecera,La Floresta,7.138712,-73.145398,Apartamento,Usada,Venta,"Apartamento en La Floresta, Bucaramanga - 2h/2b 43m2","Amplio apartamento con 2 habitaciones y 2 baños, 1 parqueaderos, orientación N, vista a Montaña. Estrato 2. Cercano a transporte. Amenidades: piscina: False, gimnasio: False, zonas verdes: True. Administración 105,506 COP/mes. Construido en 2005.",138139000,135955000,3116127.28,,43.63,42.37,2.51,0.0,2,2,1,Cubierto,1,3,2,20,2005,N,Montaña,False,True,True,105506,683000,72355,False,False,False,True,"Biométrico,CCTV",False,False,9.18,78,39,Constructora,Caldera central,Ninguno,Cobre,False,False,False,4,True,False,13,17,107,2025-07-27,0,0
f11201ed-df20-44c8-83cd-2c85474ea40e,Colombia,Barranquilla,Riomar,Villa Santos,10.924146,-74.777883,Lote,Nueva,Venta,"Lote en Villa Santos, Barranquilla - 0h/0b 70m2","Amplio lote con 0 habitaciones y 0 baños, 0 parqueaderos, orientación S, vista a Montaña. Estrato 5. Cercano a transporte. Amenidades: piscina: False, gimnasio: False, zonas verdes: False. Administración 0 COP/mes. Construido en 2025.",157201000,150138000,2117347.04,,70.91,70.91,0.0,0.0,0,0,0,No tiene,0,0,5,0,2025,S,Montaña,False,True,False,0,907000,85090,False,False,False,False,"Portería 24h,Vigilancia móvil",False,False,7.96,72,58,Constructora,Caldera central,Aire acondicionado,HFC,False,True,False,21,False,False,7,2,146,2025-06-05,0,0
b779f955-2bc3-4ecf-a23b-b3c1abce6ec7,Colombia,Bucaramanga,San Alonso,San Alonso,7.116981,-73.160387,Lote,Nueva,Venta,"Lote en San Alonso, Bucaramanga - 0h/0b 204m2","Amplio lote con 0 habitaciones y 0 baños, 0 parqueaderos, orientación SE, vista a Interior. Estrato 3. Cercano a transporte. Amenidades: piscina: False, gimnasio: False, zonas verdes: False. Administración 0 COP/mes. Construido en 2025.",296446000,285587000,1395303.62,,204.68,204.68,0.0,0.0,0,0,0,No tiene,0,0,3,0,2025,SE,Interior,False,True,False,0,1087000,245613,False,False,True,False,"Biométrico,Portería 24h",False,False,7.16,50,56,Propietario,Eléctrico,Ninguno,Sin servicio,False,False,False,7,False,False,7,13,19,2025-10-10,1,1
